"Código";"Descripción";"Proveedor";"Familia";"Curva de talles";"Categoría";"Clasificación";"Tipo"
"TVDMU04397973";"MUSC.BAS.VDE SELVA MORLEY JACQUARD KUN";"01";"02";"00";"16";"99";"01"
"TVDMU04407601";"MUSC.BCO MORLEY BRETEL ANCHO LAO";"01";"02";"00";"16";"99";"99"
"TVDMU04407601OF";"FALLA MUSC.BCO MORLEY BRETEL ANCHO LAO";"01";"02";"00";"16";"99";"99"
"TVDMU04407602";"MUSC.NGO MORLEY BRETEL ANCHO LAO";"01";"02";"00";"16";"99";"99"
"TVDMU04407968";"MUSC.PAPAYA MORLEY BRETEL ANCHO LAO";"01";"02";"00";"16";"99";"99"
"TVDMU04991602";"MUSC ARCE NGO BAS ALG";"01";"02";"00";"16";"99";"01"
"TVDMU05147602";"MUSC AORI NGA RED POLIESTER DEP";"01";"02";"00";"16";"01";"17"
"TVDMU05147640";"MUSC AORI  RED POLIESTER DEP";"01";"02";"00";"16";"01";"17"
"TVDMU05147910";"MUSC AORI PURPURA  RED POLIESTER DEP";"01";"02";"00";"16";"01";"17"
"TVDMU05151579";"MUSC.ARENA AMERICANA MORLEY TSHAIAN";"01";"02";"00";"16";"99";"99"
"TVDMU05151601";"MUSC.BCO AMERICANA MORLEY TSHAIAN";"01";"02";"00";"16";"99";"99"
"TVDMU05151602";"MUSC.NGO AMERICANA MORLEY TSHAIAN";"01";"02";"00";"16";"99";"99"
"TVDMU05151996";"MUSC LAVANDA OSC AMERICANA MORLEY TSHAIAN";"01";"02";"00";"16";"99";"99"
"TVDMU05157579";"MUSC.BAS.ARENA MORLEY JASPEADO DIVA";"01";"02";"00";"16";"99";"01"
"TVDMU05157715";"MUSC.BAS.ROSA P.MORLEY JASPEADO DIVA";"01";"02";"00";"16";"99";"01"
"TVDMU05157717";"MUSC.BAS.CEL.P.MORLEY JASPEADO DIVA";"01";"02";"00";"16";"99";"01"
"TVDMU05183910";"MUSC ALANA PURPURA DEP";"01";"02";"00";"16";"01";"01"
"TVDMU05183910OF";"FALLA MUSC ALANA PURPURA DEP";"01";"02";"00";"16";"01";"01"
"TVDMU05183935";"MUSC ALANA MAGENTA DEP";"01";"02";"00";"16";"01";"01"
"TVDMU05339602";"MUSC.NGO AMERICANA MORLEY RAY.LUREX";"01";"02";"00";"16";"99";"03"
"TVDMU05345601";"MUSC.BCO AMERICANA MORLEY RAY.MALAYA";"01";"02";"00";"16";"99";"03"
"TVDMU05995601";"MUSC DAMERA BLANCO BAS ENTALLADO ELAST";"01";"02";"00";"16";"01";"01"
"TVDMU05995602";"MUSC DAMERA NEGRO BAS ENTALLADO ELAST";"01";"02";"00";"16";"01";"01"
"TVDMU05995987";"MUSC DAMERA JENGIBRE BAS ENTALLADO ELAST";"01";"02";"00";"16";"01";"01"
"TVDMU06261684";"MUSC MADEIRA GRIS VISON TEJIDO DIF";"01";"02";"00";"16";"99";"01"
"TVDMU06261750";"MUSC MADEIRA GRIS AZULADO TEJIDO DIF";"01";"02";"00";"16";"99";"01"
"TVDMU06261760";"MUSC MADEIRA VDE SECO TEJIDO DIF";"01";"02";"00";"16";"99";"01"
"TVDMU06289601";"MUSC MAIA DEPOR ALG BCO ENERGY";"01";"02";"00";"10";"01";"17"
"TVDMU06289601OF";"FALLA MUSC MAIA DEPOR ALG BCO ENERGY";"01";"02";"00";"10";"01";"17"
"TVDMU06289602";"MUSC MAIA DEPOR ALG NGO ENERGY";"01";"02";"00";"10";"01";"17"
"TVDMU06289935";"MUSC MAIA DEPOR ALG MAGENTA ENERGY";"01";"02";"00";"10";"01";"17"
"TVDMU08183601";"MUSC BETUNA BAS BCO MORLEY ELAST";"01";"02";"00";"16";"01";"01"
"TVDMU08183688";"MUSC BETUNA BAS MOSTAZA MORLEY ELAST";"01";"02";"00";"16";"01";"01"
"TVDMU08185601";"MUSC KILIA BAS BLANCO MORLEY ELAST";"01";"02";"00";"16";"01";"01"
"TVDMU08185602";"MUSC KILIA BAS NEGRO MORLEY ELAST";"01";"02";"00";"16";"01";"01"
"TVDMU08279621";"MUSC MARLA VDE SAFARI BAS ALG";"01";"02";"00";"16";"01";"01"
"TVDMU08279624";"MUSC MARLA CAMEL BAS ALG";"01";"02";"00";"16";"01";"01"
"TVDMU08883601";"MUSC CHERRY BCO HOLGADO EST ALG";"01";"02";"00";"16";"01";"02"
"TVDMU08883988";"MUSC CHERRY VDE AGUA HOLGADO EST ALG";"01";"02";"00";"16";"01";"02"
"TVDMU08945601";"MUSC RENNES BAS BCO MORLEY ELAST REG";"01";"02";"00";"16";"01";"01"
"TVDMU08945602";"MUSC RENNES BAS NEGRO MORLEY ELAST REG";"01";"02";"00";"16";"01";"01"
"TVDMU08947601";"MUSC ETIENNE BCA BAS REG LYCRA";"01";"02";"00";"16";"10";"01"
"TVDMU08947602";"MUSC ETIENNE NGO BAS REG LYCRA";"01";"02";"00";"16";"10";"01"
"TVDMU08947641";"MUSC ETIENNE TOSTADO BAS REG LYCRA";"01";"02";"00";"16";"10";"01"
"TVDMU08949601";"MUSC NIMES BCA BAS REG LYCRA ESC V";"01";"02";"00";"16";"02";"01"
"TVDMU08949602";"MUSC NIMES NGO BAS REG LYCRA ESC V";"01";"02";"00";"16";"02";"01"
"TVDMU08963161";"MUSC LAQUILA NGO BRILLANTE BAS ESC ALTO ENTALLADO ELAS";"01";"02";"00";"16";"04";"01"
"TVDMU08963602";"MUSC LAQUILA NGO BAS ESC ALTO ENTALLADO ELAS";"01";"02";"00";"16";"04";"01"
"TVDMU08965602";"MUSC NOVARA NGO BAS ENTALLADO ELAST NOCHE JACKIE";"01";"02";"00";"16";"01";"01"
"TVDMU08965677";"MUSC NOVARA AVELLANA BAS ENTALLADO ELAST NOCHE JACKIE";"01";"02";"00";"16";"01";"01"
"TVDMU19701600";"MUSC.BAS.MELANGE AGUS";"01";"02";"00";"16";"99";"01"
"TVDMU19701601";"MUSC.BAS.BCA AGUS";"01";"02";"00";"16";"99";"01"
"TVDMU19701602";"MUSC.BAS.NEGRA AGUS";"01";"02";"00";"16";"99";"01"
"TVDR03331602";"REM MC BIANCA NGA DEP EST  EST RED";"01";"02";"00";"10";"01";"17"
"TVDR03333602";"REM MC GILMORE NGA DEP EST REFLX ELAST EST RED";"01";"02";"00";"10";"01";"02"
"TVDR04159416";"REM.AZUL F.JERSEY BAMBU ESC.R.ATLAS";"01";"02";"00";"10";"01";"99"
"TVDR04159602";"REM.NGO JERSEY BAMBU ESC.R.ATLAS";"01";"02";"00";"10";"01";"99"
"TVDR04165601";"REM.BCO JERSEY BAMBU ELASZT.FLORA";"01";"02";"00";"10";"99";"99"
"TVDR04165817";"REM.HORTENSIA JERSEY BAMBU ELASZT.FLORA";"01";"02";"00";"10";"99";"99"
"TVDR04171416";"REM.AZUL F.JERSEY BAMBU INARI";"01";"02";"00";"10";"99";"99"
"TVDR04179601";"REM.BCO JERSEY BAMBU KRITT";"01";"02";"00";"10";"99";"99"
"TVDR04181621";"REM.VDE S.BAMBU ELAST.ESC.V SHYLA";"01";"02";"00";"10";"02";"99"
"TVDR04181832";"REM.ARCILLA BAMBU ELAST.ESC.V SHYLA";"01";"02";"00";"10";"02";"99"
"TVDR04181967";"REM.AMATISTA BAMBU ELAST.ESC.V SHYLA";"01";"02";"00";"10";"02";"99"
"TVDR04185602";"REM.NGO VISCOSA FLAME ELAST.DELIA";"01";"02";"00";"10";"99";"99"
"TVDR04185710";"REM.SANDIA VISCOSA FLAME ELAST.DELIA";"01";"02";"00";"10";"99";"99"
"TVDR04187601";"REM.BCO JERSEY VISCOSA FLAME DIONE";"01";"02";"00";"10";"99";"99"
"TVDR04187636";"REM.LILA JERSEY VISCOSA FLAME DIONE";"01";"02";"00";"10";"99";"99"
"TVDR04191948";"REM.VDE JADE JERSEY VISCOSA FLAME FEME";"01";"02";"00";"10";"99";"99"
"TVDR04191982";"REM.LAVANDA JERSEY VISCOSA FLAME FEME";"01";"02";"00";"10";"99";"99"
"TVDR04193602";"REM.NGO JERSEY VISCOSA FLAME GAIA";"01";"02";"00";"10";"99";"99"
"TVDR04193710";"REM.SANDIA JERSEY VISCOSA FLAME GAIA";"01";"02";"00";"10";"99";"99"
"TVDR04193986";"REM.AZUL M.JERSEY VISCOSA FLAME GAIA";"01";"02";"00";"10";"99";"99"
"TVDR04333601";"REM.BCO JERSEY LIV.ALG.HEBE";"01";"02";"00";"10";"99";"99"
"TVDR04333602";"REM.NGO JERSEY LIV.ALG.HEBE";"01";"02";"00";"10";"99";"99"
"TVDR04333636";"REM.LILA JERSEY LIV.ALG.HEBE";"01";"02";"00";"10";"99";"99"
"TVDR04343601";"REM.BCO JERSEY LIV.ESC.R.PUNTILLA SELENE";"01";"02";"00";"10";"01";"99"
"TVDR04357601";"REM.BCO JERSEY LIV.ESC.R.FRUNCES CINTURA";"01";"02";"00";"10";"01";"99"
"TVDR04357602";"REM.NGO JERSEY LIV.ESC.R.FRUNCES CINTURA";"01";"02";"00";"10";"01";"99"
"TVDR04357797";"REM.LAV.JERSEY LIV.ESC.R.FRUNCES CINTURA";"01";"02";"00";"10";"01";"99"
"TVDR04405602";"REM.NGO MORLEY ESC.V PROFUNDO TSHAI";"01";"02";"00";"10";"02";"99"
"TVDR04405647";"REM.MGE CRUDO MORLEY ESC.V PROF.TSHAI";"01";"02";"00";"10";"02";"99"
"TVDR04449921";"REM.CHAMPAIGNE JERSEY VIS.EST.ARGEL";"01";"02";"00";"10";"99";"02"
"TVDR04461335";"REM.PACK LIBERIA EST.JERSEY VIS.ESC.RED";"01";"02";"00";"10";"01";"06"
"TVDR04495602";"REM.NGO JERSEY BAMBU JORD";"01";"02";"00";"10";"99";"99"
"TVDR04501602";"REM.NGO JERSEY BAMBU EIRA";"01";"02";"00";"10";"99";"99"
"TVDR04825982";"REM.LAVANDA JERSEY BAMBU ELAST.LYRA";"01";"02";"00";"10";"99";"99"
"TVDR04829963";"REM.FRESIA JERSEY BAMBU ELAST.AUSTRALIS";"01";"02";"00";"10";"99";"99"
"TVDR04831649";"REM.AZABACHE JERSEY BAMBU ELAST.CASIOPEA";"01";"02";"00";"10";"99";"99"
"TVDR04831878";"REM.CREMA JERSEY BAMBU ELAST.CASIOPEA";"01";"02";"00";"10";"99";"99"
"TVDR04839649";"REM.AZABACHE BAMBU ELAST.AQUARIUS";"01";"02";"00";"10";"99";"99"
"TVDR04839711";"REM.AZUL DENIM BAMBU ELAST.AQUARIUS";"01";"02";"00";"10";"99";"99"
"TVDR04839711OFF";"FALLA REM MC AZUL DENIM BAMBU ELAST.AQUARIUS";"01";"02";"00";"10";"99";"99"
"TVDR04839963";"REM.FRESIA JERSEY BAMBU ELAST.AQUARIUS";"01";"02";"00";"10";"99";"99"
"TVDR04841602";"REM.NGO JERSEY BAMBU ESTAMPA TAURUS";"01";"02";"00";"10";"99";"02"
"TVDR04909649";"REM.AZABACHE JERSEY ALG.ESTAMPA ENIF";"01";"02";"00";"10";"99";"02"
"TVDR04915601";"REM.BCO JERSEY LIV.ESTAMPA MIRANDA";"01";"02";"00";"10";"99";"02"
"TVDR04915649";"REM.AZABACHE JERSEY LIV.ESTAMPA MIRANDA";"01";"02";"00";"10";"99";"02"
"TVDR04915979";"REM.LILA P.JERSEY LIV.ESTAMPA MIRANDA";"01";"02";"00";"10";"99";"02"
"TVDR04941602";"REM.NGO JERSEY JASPEADO ESTAMPA VEGA";"01";"02";"00";"10";"99";"02"
"TVDR04941711";"REM.AZUL D.JERSEY JASPEADO ESTAMPA VEGA";"01";"02";"00";"10";"99";"02"
"TVDR04947602";"REM.NGO JERSEY JASPEADO ESC.V DELMA";"01";"02";"00";"10";"02";"99"
"TVDR04947722";"REM.VDE P.JERSEY JASPEADO ESC.V DELMA";"01";"02";"00";"10";"02";"99"
"TVDR04947813";"REM.ROJO B.JERSEY JASPEADO ESC.V DELMA";"01";"02";"00";"10";"02";"99"
"TVDR04967579";"REM.ARENA JERSEY FLAME EST.TITANIA";"01";"02";"00";"10";"99";"02"
"TVDR04967602";"REM.NGO JERSEY FLAME EST.TITANIA";"01";"02";"00";"10";"99";"02"
"TVDR04985602";"REM.NGO ESTAMPA FULL CEBRA JERSEY FOBOS";"01";"02";"00";"10";"99";"02"
"TVDR05213117";"REM.VDE MGE POLISAFT LINEA ENERGY";"01";"02";"00";"10";"99";"99"
"TVDR05213840";"REM.AZUL MGE POLISAFT LINEA ENERGY";"01";"02";"00";"10";"99";"99"
"TVDR05335600";"REM.MGE MORLEY VOLADOS EN HOMBROS AZANIA";"01";"02";"00";"10";"99";"99"
"TVDR05335602";"REM.NGO MORLEY VOLADOS EN HOMBROS AZANIA";"01";"02";"00";"10";"99";"99"
"TVDR05341602";"REM.NGO MORLEY ELAST.RAY.VERTICAL SAMARI";"01";"02";"00";"10";"99";"03"
"TVDR05663600";"REM MC ESC V MELANGE ALG BAS CRESIDA";"01";"02";"00";"16";"01";"01"
"TVDR05663601";"REM MC ESC V BCO ALG BAS CRESIDA";"01";"02";"00";"16";"01";"01"
"TVDR05663602";"REM MC ESC V NGO ALG BAS CRESIDA";"01";"02";"00";"16";"01";"01"
"TVDR05663643";"REM MC ESC V TURQUESA ALG BAS CRESIDA";"01";"02";"00";"16";"01";"01"
"TVDR05663788";"REM MC ESC V CELESTE ALG BAS CRESIDA";"01";"02";"00";"16";"01";"01"
"TVDR05663973";"REM MC ESC V VERDE SELVA ALG BAS CRESIDA";"01";"02";"00";"16";"01";"01"
"TVDR05665516";"REM MC DIONE ACERADO JERSEY ALG RED BAS";"01";"02";"00";"10";"01";"01"
"TVDR05665601";"REM.BAS.BCO JERSEY ALG.ESC.RED.DIONE";"01";"02";"00";"10";"01";"01"
"TVDR05665602";"REM.BAS.NGO JERSEY ALG.ESC.RED.DIONE";"01";"02";"00";"10";"01";"01"
"TVDR05665677";"REM MC DIONE AVELLANA JERSEY ALG ESC RED BAS";"01";"02";"00";"10";"01";"01"
"TVDR05665788";"REM.BAS.AZUL C.JERSEY ALG.ESC.RED.DIONE";"01";"02";"00";"10";"01";"01"
"TVDR05879600";"REM HANNA MC MELANGE EST RED ALG";"01";"02";"00";"10";"99";"02"
"TVDR05879633";"REM HANNA MC AZ NOCHE EST RED ALG";"01";"02";"00";"10";"99";"02"
"TVDR05881601";"REM MC SAMANTHA BCO RED EST ALG LIV";"01";"02";"00";"10";"01";"02"
"TVDR05881931";"REM MC SAMANTHA ROJO  RED EST JERSEY LIV REG";"01";"02";"00";"10";"01";"02"
"TVDR05885676";"REM MC NATASHA AZ CELESTE EST RED ALG LIV";"01";"01";"00";"10";"01";"02"
"TVDR05887602";"REM MC ARYA NGO RED ALG BAS";"01";"02";"00";"10";"01";"01"
"TVDR05887719";"REM MC ARYA VDE LIMA ALG RED BAS";"01";"02";"00";"10";"01";"01"
"TVDR05893601";"REM MC KENOBI BCO EST RED ALG";"01";"02";"00";"10";"01";"02"
"TVDR05893602";"REM MC KENOBI NGO EST ALG RED";"01";"02";"00";"10";"01";"02"
"TVDR05895675";"REM NARISSA MC AZ ULTRAMAR RED EST ELAST";"01";"02";"00";"10";"99";"02"
"TVDR05899601";"REM MC KILVA BCO ESC V ALG FLAME BAS";"01";"02";"00";"10";"01";"01"
"TVDR05899602";"REM MC KILVA NGO ESC V ALG FLAME BAS";"01";"02";"00";"10";"01";"01"
"TVDR05919601";"REM MC ANDRINA BCO ALG ELAST EST RED";"01";"02";"00";"10";"01";"02"
"TVDR05919602";"REM MC ANDRINA NGO ALG ELAST EST RED";"01";"02";"00";"10";"01";"02"
"TVDR05927601";"REM MC DEDRA BCO ALG EST";"01";"02";"00";"10";"01";"02"
"TVDR05927602";"REM MC DEDRA NGO ALG EST";"01";"02";"00";"10";"01";"02"
"TVDR05939602";"REM MC SILENE NGA RED ELAST DOBLE PESPUNTE";"01";"02";"00";"10";"01";"01"
"TVDR05939677";"REM MC SILENEA AVELLANA RED ELAST DOBLE PESPUNTE";"01";"02";"00";"10";"01";"01"
"TVDR05941602";"REM MC VARENA NGO EST ALG RED";"01";"02";"00";"10";"01";"02"
"TVDR05941880";"REM MC VARENA NUDE EST ALG RED";"01";"02";"00";"10";"01";"02"
"TVDR05945602";"REM MC ARONA NGO ALG ELAST RED EST SEMI HOLGADO";"01";"02";"00";"10";"01";"02"
"TVDR05945650";"REM MC ARONA LACRE ALG ELAST RED EST SEMI HOLGADO";"01";"02";"00";"10";"01";"02"
"TVDR05959600";"REM MC NASHA MELANGE ALG ELAST RED EST";"01";"02";"00";"10";"01";"02"
"TVDR05959676";"REM MC NASHA AZ CELESTE ALG ELAST RED EST";"01";"02";"00";"10";"01";"02"
"TVDR05965601";"REM NAHUM MC BCO RED EST";"01";"02";"00";"10";"99";"02"
"TVDR06049640";"REM MC NIMES AERO RAGLAN REFLEX ELAST RED DEP";"01";"02";"00";"10";"01";"17"
"TVDR06051663";"REM MC BRIVE DEP JERSEY ELAST EST RED";"01";"02";"00";"10";"01";"02"
"TVDR06097601";"REMERON NOOR BCO JERSEY FLAME EST RED";"01";"02";"00";"10";"01";"02"
"TVDR06125602";"REM MC MARAIA NGO ESCOTE SEMIBOTE EST FLAME";"01";"02";"00";"10";"01";"02"
"TVDR06125816";"REM MC MARAIA VDE ESCOTE SEMIBOTE EST FLAME";"01";"02";"00";"10";"01";"02"
"TVDR06141601";"REM KETA MC BCO RED EST";"01";"02";"00";"10";"99";"02"
"TVDR06141602";"REM KETA MC NGO RED EST";"01";"02";"00";"10";"99";"02"
"TVDR06141632";"REM KETA MC CORAL RED EST";"01";"02";"00";"10";"99";"02"
"TVDR06143878";"REM MC LORNA CREMA EST RED ALG";"01";"02";"00";"10";"01";"02"
"TVDR06143931";"REM MC LORNA ROJO EST RED ALG";"01";"02";"00";"10";"01";"02"
"TVDR06145678";"REM KAILAN MC ROSA PUNTILLA RED ALG";"01";"02";"00";"10";"99";"01"
"TVDR06145678OFF";"FALLA REM KAILAN MC ROSA PUNTILLA RED ALG";"01";"02";"00";"10";"99";"01"
"TVDR06145719";"REM KAILAN MC VDE LIMA PUNTILLA RED ALG";"01";"02";"00";"10";"99";"01"
"TVDR06161371";"REM MC KINA VERDE INGLES OVERSIZE BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06161601";"REM MC KINA BLANCO OVERSIZE BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06161602";"REM MC KINA NGO OVERSIZE BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06161614";"REM MC KINA BORRAVINO OVERSIZE BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06161641";"REM MC KINA TOSTADO OVERSIZE BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06161688";"REM MC KINA MOSTAZA OVERSIZE BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06161688OFF";"FALLA REM MC KINA MOSTAZA OVERSIZE BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06163371";"REM MC AZTECA VDE INGLES  RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163371OFF";"FALLA REM MC AZTECA VDE INGLES  RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163529";"REM MC AZTECA VERDE PASTEL RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163529OFF";"FALLA REM MC AZTECA VERDE PASTEL RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163601";"REM MC AZTECA BCA RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163602";"REM MC AZTECA NGO RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163646";"REM MC AZTECA  RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163679";"REM MC AZTECA AZ TORMENTA RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163682";"REM MC AZTECA VDE LAGUNA RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163688";"REM MC AZTECA MOSTAZA RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163976";"REM MC AZTECA CEREZA RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163978";"REM MC AZTECA ROSA PALIDO RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06163993";"REM MC AZTECA PORCELANA RED JERSEY FLAME REG BAS";"01";"02";"00";"10";"01";"01"
"TVDR06183606";"REM MC MARINA BORDO JERSEY NEVADO BAS RED";"01";"02";"00";"10";"01";"01"
"TVDR06195601";"REM MC PALM BCO EST RED HOLGADA ALG";"01";"02";"00";"10";"01";"02"
"TVDR06197601";"REM MC ANDREA BCO BAS RED MANGA CAIDA Y HOLGADO";"01";"02";"00";"10";"01";"02"
"TVDR06197602";"REM MC ANDREA NGO BAS RED MANGA CAIDA Y HOLGADO";"01";"02";"00";"10";"01";"02"
"TVDR06197935";"REM MC ANDREA MAGENTA BAS RED MANGA CAIDA Y HOLGADO";"01";"02";"00";"10";"01";"02"
"TVDR06205601";"REM MC CHERI BCO BAS ALG RED";"01";"02";"00";"10";"01";"01"
"TVDR06205602";"REM MC CHERI NGO BAS ALG RED";"01";"02";"00";"10";"01";"01"
"TVDR06205908";"REM MC CHERI ROS CHILE BAS ALG RED";"01";"02";"00";"10";"01";"01"
"TVDR06259602";"REM MC PIA NGO RED DEP";"01";"02";"00";"10";"99";"17"
"TVDR06259603";"REM MC PIA AZ MARINO DEP RED";"01";"02";"00";"10";"01";"17"
"TVDR06259632";"REM MC PIA CORAL DEP RED";"01";"02";"00";"10";"01";"17"
"TVDR06259719";"REM MC PIA VDE LIMA DEP RED";"01";"02";"00";"10";"01";"17"
"TVDR06259899";"REM MC PIA VDE TROPICAL DEP RED";"01";"02";"00";"10";"01";"17"
"TVDR06259899OFF";"OFF REM MC PIA VDE TROPICAL DEP RED";"01";"02";"00";"10";"01";"17"
"TVDR06263601";"REMERA MC MIRANDA BCO DEP. ALG ESTAMPA";"01";"02";"00";"10";"01";"02"
"TVDR06263908";"REMERA MC MIRANDA ROSA CHICLE DEP. ALG ESTAMPA";"01";"02";"00";"10";"01";"02"
"TVDR06263908OFF";"FALLA REMERA MC MIRANDA ROSA CHICLE DEP. ALG ESTAMPA";"01";"01";"00";"10";"01";"02"
"TVDR06351601";"REM MC FIN BLANCA RAYAS ALG RED";"01";"02";"00";"10";"01";"03"
"TVDR06369682";"REM MC BETTER VDE LAGUNA ALG EST RED";"01";"02";"00";"10";"01";"02"
"TVDR06369833";"REM MC BETTER TERRACOTA ALG EST RED";"01";"02";"00";"10";"01";"02"
"TVDR06371609";"REM MC LOVE CRUDO ALG RED EST";"01";"02";"00";"10";"01";"02"
"TVDR06375609";"REM MC GROOVY VIBES CRUDO ALG ELAST RED EST";"01";"02";"00";"10";"01";"02"
"TVDR06375680";"REM MC GROOVY VIBES GRIS TOPO ALG ELAST RED EST";"01";"02";"00";"10";"01";"02"
"TVDR06379614";"REM MC MISTIC BORRAVINO ALG RED EST";"01";"02";"00";"10";"01";"02"
"TVDR06379628";"REM MC MISTIC VDE HOJA ALG RED EST";"01";"02";"00";"10";"01";"02"
"TVDR06379677";"REM MC MISTIC AVELLANA ALG RED EST";"01";"02";"00";"10";"01";"02"
"TVDR06397601";"REM MC RITA BLANCA HOLGADA RED PIEDRAS";"01";"02";"00";"10";"01";"99"
"TVDR06397616";"REM MC RITA NEGRO ACERADO HOLGADA RED PIEDRAS";"01";"02";"00";"10";"01";"99"
"TVDR06403789";"REM MC BETTE HOLGADA RED LYCRA";"01";"02";"00";"10";"01";"02"
"TVDR06477529";"REM MC ELIZABETH VERDE PASTEL ALG FLAME";"01";"01";"00";"10";"01";"24"
"TVDR06489601";"REM MC INGRID BLANCO OVERSIZE RED";"01";"02";"00";"10";"01";"99"
"TVDR06489678";"REM MC INGRID ROSA EMPOLVADO OVERSIZE RED";"01";"02";"00";"10";"01";"99"
"TVDR06489678OFF";"FALLA REM MC INGRID ROSA EMPOLVADO OVERSIZE RED";"01";"02";"00";"10";"01";"99"
"TVDR06841335";"REM MC PACK JUDY EST RED ALG";"01";"02";"00";"10";"01";"02"
"TVDR08045601";"REMERA MC NOOSA BLANCO EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08045775";"REMERA MC NOOSA AZ VIOLACEO EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08047492";"REMERA MC BYRON NOUGAT EST REG ALG BOXY FIT";"01";"02";"00";"10";"01";"02"
"TVDR08047643";"REMERA MC BYRON TURQUESA EST REG ALG BOXY FIT";"01";"02";"00";"10";"01";"02"
"TVDR08049880";"REMERA MC BELLS NUDE HOLGADO  EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08049931";"REMERA MC BELLS ROJO GRANATE HOLGADO  EST REG ALG";"01";"01";"00";"10";"01";"02"
"TVDR08051600";"REMERA MC LAUREN MELANGE EST HOLGADA ALG";"01";"02";"00";"10";"01";"02"
"TVDR08053690";"REM MC KILDA DURAZNO EST ALG";"01";"02";"00";"10";"01";"02"
"TVDR08053690OFF";"FALLA REM MC KILDA DURAZNO EST ALG";"01";"02";"00";"10";"01";"02"
"TVDR08053719";"REM MC KILDA VERDE LIMA EST ALG";"01";"02";"00";"10";"01";"02"
"TVDR08053719OFF";"FALLA REM MC KILDA VERDE LIMA EST ALG";"01";"02";"00";"10";"01";"02"
"TVDR08055982";"REMERA MC BLINKY LAVANDA EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08061632";"REMERA MC GLORIA CORAL EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08061816";"REMERA MC GLORIA VERDE CARIOCA EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08063678";"REMERA MC ARUBA ROSA EMPOLVADO EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08063678OFF";"FALLA REMERA MC ARUBA ROSA EMPOLVADO EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08063719";"REMERA MC ARUBA VERDE LIMA EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08065601";"REMERA MC ARASHI BLANCO EST RED REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08065982";"REMERA MC ARASHI LAVANDA EST RED REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08069643";"REMERA MC AUDREY TURQUESA EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08071775";"REM MC LAUREN AZ VIOLACEO ALG EST RED";"01";"02";"00";"10";"01";"24"
"TVDR08071880";"REM MC LAUREN NUDE ALG EST RED";"01";"02";"00";"10";"01";"24"
"TVDR08073601";"REM MC IZABAL BLANCO EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08073690";"REM MC IZABAL DURAZNO EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08073982";"REM MC IZABAL LAVANDA EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08077601";"REMERA MC MARION BLANCO FULL PRINT  EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08077602";"REMERA MC MARION NEGRA FULL PRINT  EST REG ALG";"01";"02";"00";"10";"01";"02"
"TVDR08079666";"REM MC MAUREEN ROJO FUEGO FULL PRINT RED EST";"01";"02";"00";"10";"01";"02"
"TVDR08079675";"REM MC MAUREEN AZUL ULTRAMAR FULL PRINT RED EST";"01";"02";"00";"10";"01";"02"
"TVDR08079688";"REM MC MAUREEN MOSTAZA FULL PRINT RED EST";"01";"02";"00";"10";"01";"02"
"TVDR08081602";"REMERA MC OLIVIA NEGRA FULL PRINT EST REG ALG";"01";"02";"00";"10";"01";"02"
