"Código";"Descripción";"Proveedor";"Familia";"Curva de talles";"Categoría";"Clasificación";"Tipo"
"TIDBU05699947";"BUZO BELEN GRANADA 1/2 CIERRE MICROPOLAR CUELLO ALTO";"01";"02";"00";"21";"10";"01"
"TIDBU05955624";"BUZO YELITZA CAMEL CORDERITO HOLGADO CUELLO ALTO";"01";"02";"00";"26";"99";"99"
"TIDBU05971602";"BUZO ITATI NGO OVERSIZE CAPUCHA FIRSA EST";"01";"01";"00";"21";"06";"02"
"TIDBU05971830";"BUZO ITATI PISTACHO OVERSIZE CAPUCHA FIRSA EST";"01";"01";"00";"21";"06";"02"
"TIDBU05973609";"BUZO NUNA CRUDO FRISA CORTO OVERSIZE C/CAP ALG";"01";"02";"00";"21";"08";"02"
"TIDBU05973866";"BUZO NUNA ROJO ESCARLATA FRISA CORTO OVERSIZE C/CAP ALG";"01";"02";"00";"21";"08";"02"
"TIDBU06363628";"BUZO MILA VDE HOJA FRISA CAPUCHA BORDADO Y GRIFFA";"01";"02";"00";"21";"08";"99"
"TIDBU06363918";"BUZO MILA VIOLETA OSC FRISA CAPUCHA BORDADO Y GRIFFA";"01";"02";"00";"21";"08";"99"
"TIDBU06365918";"BUZO RIGBY VIOLETA OSC FRISA C/CAPUCHA";"01";"02";"00";"21";"08";"99"
"TIDBU06367602";"BUZO CHALTE NGO MICROPOLAR CUADROS CUELLO ALTO";"01";"02";"00";"21";"07";"04"
"TIDBU08363633";"BUZO AZUL N.CAPUCHA FRISA GAMUZ.MUNIA";"01";"02";"00";"21";"08";"99"
"TIDBU08383869";"BUZO GRIS M.CUELLO ALTO ESTAMPA AMAYA";"01";"02";"00";"21";"99";"02"
"TIDBU08527663";"BUZO GAUFF UVA 1/2 CIERRE FRISA";"01";"02";"00";"21";"07";"01"
"TIDBU08527898";"BUZO GAUFF CELESTE OSC 1/2 CIERRE FRISA";"01";"02";"00";"21";"07";"01"
"TIDBU08537602";"BUZO NGO FRISA ELASTZ.C/CAP.SOFIA";"01";"02";"00";"21";"08";"99"
"TIDBU08567226";"BUZO ANDROMEDA ROSA VIEJO MICROPOLAR CUELLO ALTO";"01";"02";"00";"21";"07";"01"
"TIDBU08567602";"BUZO ANDROMEDA NGO MICROPOLAR CUELLO ALTO";"01";"02";"00";"21";"07";"01"
"TIDBU08569460";"BUZO ACUARIUS NUEZ 1/2 CIERRE FRISA CUELLO ALTO HOLGADO";"01";"02";"00";"21";"07";"01"
"TIDBU08569602";"BUZO ACUARIUS NEGRO 1/2 CIERRE FRISA CUELLO ALTO HOLGADO";"01";"02";"00";"21";"07";"01"
"TIDBU08569916";"BUZO ACUARIUS VDE BOSQUE1/2 CIERRE FRISA CUELLO ALTO HOLGADO";"01";"02";"00";"21";"07";"01"
"TIDBU08571516";"BUZO AURIGA ACERADA 1/2 CIERRE FLAT CUELLO ALTO";"01";"02";"00";"21";"07";"01"
"TIDBU08573576";"BUZO AQUILA CHOCOLATE 1/2 CIERRE FRISA CUELLO ALTO";"01";"02";"00";"21";"07";"01"
"TIDBU08573576OF";"FALLA BUZO AQUILA CHOCOLATE 1/2 CIERRE FRISA CUELLO ALTO";"01";"02";"00";"21";"07";"01"
"TIDBU08573943";"BUZO AQUILA BORGOÑA 1/2 CIERRE FRISA CUELLO ALTO";"01";"02";"00";"21";"07";"01"
"TIDBU08575516";"BUZO BOOTES ACERADO FRISA OVERSIZE ALG EST HOLGADO";"01";"02";"00";"21";"07";"02"
"TIDBU08575993";"BUZO BOOTES PORCELANA FRISA OVERSIZE ALG EST HOLGADO";"01";"02";"00";"21";"07";"02"
"TIDBU08577649";"BUZO CANUM AZABACHE FRISA EST HOLGADO RED";"01";"02";"00";"21";"07";"02"
"TIDBU08577649OF";"FALLA BUZO CANUM AZABACHE FRISA EST HOLGADO RED";"01";"02";"00";"21";"07";"02"
"TIDBU08579602";"BUZO MAIOR NEGRO FRISA OVER HOLGADO RED";"01";"02";"00";"21";"07";"01"
"TIDBU08579614";"BUZO MAIOR BORRAVINO FRISA OVER HOLGADO RED";"01";"02";"00";"21";"07";"01"
"TIDBU08621624";"BUZO LIUNE CAMEL 1/2 CIERRE JACQUARD PRINT CUELLO ALTO LYCRA";"01";"02";"00";"21";"15";"01"
"TIDBU08621785";"BUZO LIUNE AZULINO 1/2 CIERRE JACQUARD PRINT CUELLO ALTO LYCRA";"01";"02";"00";"21";"15";"01"
"TIDBU08633605";"BUZO PERSEI BEIGE PLUSH CUELLO ALTO HOLGADO";"01";"02";"00";"21";"15";"01"
"TIDBU08633683";"BUZO PERSEI GRIS GRAFITO PLUSH CUELLO ALTO HOLGADO";"01";"02";"00";"21";"15";"01"
"TIDBU08731609";"BUZO SUR CRUDO FRISA CUELLO ALTO INT CORDERITO";"01";"02";"00";"21";"07";"01"
"TIDBU08731833";"BUZO SUR TERRACOTA FRISA CUELLO ALTO INT CORDERITO";"01";"02";"00";"21";"07";"01"
"TIDBU08779602";"BUZO CAVIAR NGO FRISA OVERSIZE CAPUCHA ALG";"01";"02";"00";"21";"08";"01"
"TIDBU08779833";"BUZO CAVIAR TERRACOTA FRISA OVERSIZE CAPUCHA ALG";"01";"02";"00";"21";"08";"01"
"TIDC003301602";"";"";"";"";"";"";""
"TIDC02563602";"CAM.NGO FIBRANA ESTAMPADA ANTONELLA M/L";"01";"02";"00";"15";"99";"02"
"TIDC02579603";"CAMISOLA AZUL EST.ESP.DESCUBIERTA COSMOS";"01";"02";"00";"15";"99";"02"
"TIDC02623621";"CAM.VDE.SAFARI LISA DOBLE BOLSILLO M/L";"01";"02";"00";"15";"99";"99"
"TIDC02623878";"CAM.CREMA LISA DOBLE BOL.FLORENCIA M/L";"01";"02";"00";"15";"99";"99"
"TIDC02669606";"CAM.BORDO POPLIN ELAST.RAYAS NAVARRA";"01";"02";"00";"15";"99";"03"
"TIDC02669626";"CAM.CEL.POPLIN ELAST.RAYAS NAVARRA";"01";"02";"00";"15";"99";"03"
"TIDC02671603";"CAM.AZUL VIYELA MADRID M/L";"01";"02";"00";"15";"99";"99"
"TIDC02675603";"CAMISACO AZUL VIYELA PESADA MALLORCA";"01";"02";"00";"15";"99";"99"
"TIDC02679601";"CAM.BCO DE VOILE ALG.ASTURIAS M/L";"01";"02";"00";"15";"99";"99"
"TIDC02679602";"CAM.NGO DE VOILE ALG.ASTURIAS M/L";"01";"02";"00";"15";"99";"99"
"TIDC02681623";"CAM.MAIZ RAYON PUÑOS C/VOL.BARCELONA M/L";"01";"02";"00";"15";"99";"03"
"TIDC26073601";"CAM ML MOANA BLANCO SIMIL LINO CLASICA";"01";"02";"00";"15";"99";"99"
"TIDC26073602";"CAM ML MOANA NEGRO SIMIL LINO CLASICA";"01";"02";"00";"15";"99";"99"
"TIDC26073624";"CAM ML MOANA CAMEL SIMIL LINO CLASICA";"01";"02";"00";"15";"99";"99"
"TIDC26085602";"CAM ML GIFT NGO HOLGADO SIMIL TENCEL VISCOSA";"01";"02";"00";"15";"99";"01"
"TIDC26085609";"CAM ML GIFT CRUDO HOLGADO SIMIL TENCEL VISCOSA";"01";"02";"00";"15";"99";"01"
"TIDC26095605";"CAM ML OTAVIAS BEIGE REG VIYELA CUADROS ALG CLASICA";"01";"02";"00";"15";"10";"04"
"TIDCA03075602";"CAMPERON DAPHNE NGO MATELASE C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03075604";"CAMPERON DAPHNE VDE MILITAR MATELASE C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03075606";"CAMPERON DAPHNE BORDO MATELASE C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03075608";"CAMPERON DAPHNE MATELASE C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03185602";"CAMP.NGO MATEL.C/CAP.C/PIEL DESMT.BOSTON";"01";"02";"00";"26";"08";"99"
"TIDCA03185604";"CAMP.VDE M.MATEL.C/CAP.C/PIEL DESMT.BOST";"01";"02";"00";"26";"08";"99"
"TIDCA03191956";"CAMP.DORADO MAT.BRILLOSA C/CAP.CORDERI";"01";"02";"00";"26";"08";"99"
"TIDCA03195602";"CAMP.NGO MATELASEADA S/CAP.LOS ANGELES";"01";"02";"00";"26";"08";"99"
"TIDCA03195603";"CAMP LOS ANGELES AZ MARINO BAS MATELE";"01";"02";"00";"26";"99";"01"
"TIDCA03195670";"CAMP.VDE O.MATELASEADA S/CAP.LOS ANGELES";"01";"02";"00";"26";"08";"99"
"TIDCA03195680";"CAMP LOS ANGELES GRIS TOPO BAS MATELE";"01";"02";"00";"26";"99";"01"
"TIDCA03195724";"CAMP LOS ANGELES VDE PETROLEO MATELA";"01";"02";"00";"26";"99";"99"
"TIDCA03197602";"CAMP OKLAHOMA NGO CAPUCHA MATELA";"01";"02";"00";"26";"08";"99"
"TIDCA03197614";"CAMP OKLAHOMA BORRAVINO CAPUCHA MATELA";"01";"02";"00";"26";"08";"99"
"TIDCA03267609";"CAMPERA SOLEI CRUDO CORDERITO";"01";"02";"00";"26";"99";"99"
"TIDCA03271632";"CAMP CHAR CORAL NYLON EST";"01";"02";"00";"25";"99";"99"
"TIDCA03571609";"CAMP CALUTI CRUDO MATELASE ENGOMADO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03571833";"CAMP CALUTI TERRACOTA MATELASE ENGOMADO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03575602";"CAMP NADINE NGA MATELASE RECTA CUELLO ALTO";"01";"02";"00";"26";"07";"99"
"TIDCA03575990";"CAMP NADINE GRIS STONE MATELASE RECTA CUELLO ALTO";"01";"02";"00";"26";"07";"99"
"TIDCA03581602";"CAMPERON TAYLOR NGA MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03601602";"CAMP DINA NGA MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03601618";"CAMP DINA VDE PIEDRA MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03601665";"CAMP DINA VIOLETA MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03601849";"CAMP DINA MARRON CLARO MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA03605602";"CAMP PARDA NGO PAÑO MANGA CUERINA COMB S/CAPUCHA";"01";"02";"00";"26";"07";"99"
"TIDCA03607602";"SACO URBANO LOLITA NGA 2 BOTONES";"01";"02";"00";"26";"07";"99"
"TIDCA03609602";"CAMP RYDERS NGA PIEL ESTAMPADA COMBINADA S/CAPUCHA";"01";"02";"00";"26";"07";"99"
"TIDCA04747600";"CAMP.MGE FRISA AFELPADA C/CAP.BELFAST";"01";"02";"00";"25";"08";"99"
"TIDCA05925604";"CAMPERA YANAY VDE MILITAR CORDERITO CUELLO ALTO";"01";"02";"00";"26";"99";"99"
"TIDCA05935602";"CAMP ATZI NGO CUELLO ALTO C/CAPUCHA PAÑO";"01";"02";"00";"26";"08";"99"
"TIDCA05935604";"CAMP ATZI VDE MILITAR CUELLO ALTO C/CAPUCHA PAÑO";"01";"02";"00";"26";"08";"99"
"TIDCA05949866";"CAMP NICTE ROJO ESCARLATA C/CAPUCHA ALG";"01";"02";"00";"25";"08";"01"
"TIDCA05951785";"CAMP YUL AZULINO C/CAPUCHA CANG OVERSIZE ELAST";"01";"02";"00";"26";"08";"99"
"TIDCA06029990";"CAMP NIMES GRIS STONE CUELLO ALTO ELAST DEPOR";"01";"02";"00";"25";"07";"17"
"TIDCA06071602";"CAMP BLOIS NEGRO ROMPEV CAPUCHA";"01";"02";"00";"25";"08";"99"
"TIDCA06071621";"CAMP BLOIS VDE SAFARI ROMPEV CAPUCHA";"01";"02";"00";"25";"08";"99"
"TIDCA08601493";"CAMP CETI VDE MUSGO CUELLO ALTO MICRO PLUSH HOLGADO";"01";"02";"00";"26";"15";"99"
"TIDCA08601602";"CAMP CETI NGO CUELLO ALTO MICRO PLUSH HOLGADO";"01";"02";"00";"26";"15";"99"
"TIDCA08603602";"CAMP CIRCINI NGO HOLGADO C/CAPUCHA ALG";"01";"02";"00";"26";"08";"99"
"TIDCA08603976";"CAMP CIRCINI CEREZA HOLGADO C/CAPUCHA ALG";"01";"02";"00";"26";"08";"99"
"TIDCA08605602";"CAMP CYGNI NGO CUELLO ALTO C/CAPUCHA POLAR";"01";"02";"00";"26";"15";"99"
"TIDCA08609602";"CAMP DRACONIS NGO MAO FRISA SEMI";"01";"02";"00";"26";"03";"99"
"TIDCA08611602";"CAMP ERIDANI NGO CORTA CUELLO ALTO PAÑO";"01";"02";"00";"26";"15";"99"
"TIDCA08613323";"CAMP GEM ROJO HOLGADO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCA08613602";"CAMP GEM NGO HOLGADO C/CAPUCHA";"01";"02";"00";"26";"08";"99"
"TIDCG04573619";"CANG.PETROL.FRISA LIV.C/CAP.LETIZIA";"01";"02";"00";"25";"08";"99"
"TIDCG04679947";"CANG.GRANADA FRISA LIV.AFELPADO BAKAR";"01";"02";"00";"25";"99";"99"
"TIDCG05667335";"CANG.PACK NATAL ESTAMPA FRISA PAÑO";"01";"02";"00";"22";"99";"06"
"TIDCG08585820";"CANGURO COMAE NGO GZ C/CAPUCHA FRISA OJALES HOLGADO";"01";"02";"00";"21";"08";"99"
"TIDCG08585885";"CANGURO COMAE BORDO GZ C/CAPUCHA FRISA OJALES HOLGADO";"01";"02";"00";"21";"08";"99"
"TIDCG08591657";"CANGURO GRUS ELEFANTE C/CAPUCHA FRISA";"01";"02";"00";"21";"08";"99"
"TIDCG08591979";"CANGURO GRUS LILA PALIDO C/CAPUCHA FRISA";"01";"02";"00";"21";"08";"99"
"TIDCG08593892";"CANGURO HYDRA CARAMELO C/CAPUCHA FRISA";"01";"02";"00";"21";"08";"99"
"TIDCG08593892OF";"FALLA CANGURO HYDRA CARAMELO C/CAPUCHA FRISA";"01";"02";"00";"21";"08";"99"
"TIDCG08595239";"CANGURO INDUS ORQUIDEA C/CAPUCHA FRISA PIEDRAS";"01";"02";"00";"21";"08";"99"
"TIDCG08595371";"CANGURO INDUS VDE INGLES C/CAPUCHA FRISA PIEDRAS";"01";"02";"00";"21";"08";"99"
"TIDCO03079609";"CHALECO JADE CRUDO PUFFER  MATELASE SLIM  C/CAPUCHA";"01";"02";"00";"24";"99";"99"
"TIDCO03223602";"CHALECO GINGER NGO ALG";"01";"02";"00";"49";"10";"01"
"TIDCO03301602";"CHALECO MIRA NGO MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"24";"99";"99"
"TIDCO03301621";"CHALECO MIRA VDE SAFARI MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"24";"99";"99"
"TIDCO03301690";"CHALECO MIRA DURAZNO MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"24";"99";"99"
"TIDCO03301750";"CHALECO MIRA GRIS AZULADO MATELASE CUELLO ALTO C/CAPUCHA";"01";"02";"00";"24";"99";"99"
"TIDCO03303602";"CHALECO CATA NGO MATELASE CUELLO ALTO";"01";"02";"00";"24";"99";"99"
"TIDCO03303602OF";"FALLA CHALECO CATA NGO MATELASE CUELLO ALTO";"01";"02";"00";"24";"99";"99"
"TIDCO06027602";"CHALECO TOULON NGO MATELASE CUELLO ALTO";"01";"02";"00";"24";"15";"99"
"TIDCO06027603";"CHALECO TOULON AZUL MATELASE CUELLO ALTO";"01";"02";"00";"24";"15";"99"
"TIDPO04791600";"MEDIA POLERA BAS.MGE MORLEY SIBU";"01";"02";"00";"18";"99";"01"
"TIDPO04791601";"MEDIA POLERA BAS.BCO MORLEY SIBU";"01";"02";"00";"18";"99";"01"
"TIDPO04791602";"MEDIA POLERA NGO BCO MORLEY SIBU";"01";"02";"00";"18";"99";"99"
"TIDPO04793602";"POLERA NGO.MORLEY GZ.BRE";"01";"02";"00";"18";"99";"99"
"TIDPO04793919";"POLERA CASSIS MORLEY GZ.BRE";"01";"02";"00";"18";"99";"99"
"TIDPO04817603";"POLERA AZUL JERSEY RAY.NIMBA";"01";"02";"00";"18";"99";"03"
"TIDPO05795602";"POLERA PALMIRA NGO ELAST LANILLA REG BAS RED";"01";"02";"00";"18";"01";"01"
"TIDPO05795624";"POLERA PALMIRA CAMEL ELAST LANILLA REG BAS RED";"01";"02";"00";"18";"01";"01"
"TIDPO05795979";"POLERA PALMIRA LILA PALIDO ELAST LANILLA REG BAS RED";"01";"02";"00";"18";"01";"01"
"TIDPO05797602";"MEDIA POLERA NGO MORLEY BUGA";"01";"02";"00";"18";"99";"99"
"TIDPO05799602";"MEDIA POLERA NGO MICRO WAFLE MANGA CODO";"01";"02";"00";"18";"99";"99"
"TIDPO05799647";"MEDIA POLERA MGE C.MICRO WAFLE MANGA COD";"01";"02";"00";"18";"99";"99"
"TIDPO06033631";"POLERA LORIENT FUCSIA TERMICA BAS RED";"01";"02";"00";"18";"01";"01"
"TIDPO06115601";"MEDIA POLERA BCO ESTAMPA ACEBRADO REG ELAST";"01";"02";"00";"18";"99";"02"
"TIDPO06115604";"MEDIA POLERA VDE MILITAR ESTAMPA ACEBRADO REG ELAST";"01";"02";"00";"18";"99";"02"
"TIDPO06117602";"MEDIA POLERA BAS RED TAKI NGO MORLEY REG ELAST";"01";"02";"00";"18";"99";"01"
"TIDPO06119223";"POLERA URMA ROJA MORLEY BAS RED REG ELAST";"01";"02";"00";"18";"01";"01"
"TIDPO08641492";"MEDIA POLERA NOUGAT BELEL JERSEY VISC PRINT REPTIL REG";"01";"02";"00";"18";"10";"27"
"TIDPO08641602";"MEDIA POLERA BELEL NGA EST PRINT REPTIL";"01";"02";"00";"18";"10";"02"
"TIDPO08647371";"MEDIA POLERA DILA VDE INGLES  MORLEY ELAST BAS";"01";"02";"00";"18";"99";"01"
"TIDPO08647614";"MEDIA POLERA DILA BORRAVINO  MORLEY ELAST BAS";"01";"02";"00";"18";"99";"01"
"TIDR03639602";"REM ML TEMIS NGO POLIESTER DIF CROP REFLEC";"01";"02";"00";"11";"99";"17"
"TIDR03639640";"REM ML TEMIS AERO POLIESTER DIF CROP REFLEC";"01";"02";"00";"11";"99";"17"
"TIDR04011864";"REM DAMA";"01";"02";"00";"10";"99";"02"
"TIDR04059869";"REM.GRIS METAL JANET";"01";"02";"00";"10";"99";"99"
"TIDR04079602";"REM.NGO ALG.LIV.ELASTZ.ESTAP.REGINA M/L";"01";"02";"00";"11";"99";"02"
"TIDR04597600";"REM.MGE CUELLO ALTO MORLEY ELAST.ML ASHI";"01";"02";"00";"11";"99";"99"
"TIDR04597601";"REM.BCO CUELLO ALTO MORLEY ELAST.ML ASHI";"01";"02";"00";"11";"99";"99"
"TIDR04597602";"REM.NGO CUELLO ALTO MORLEY ELAST.ML ASHI";"01";"02";"00";"11";"99";"99"
"TIDR04609418";"REM.AZUL E.ESC.1/2 POLERA JERSEY BAMBU";"01";"02";"00";"18";"99";"99"
"TIDR04609670";"REM.VDE O.ESC.1/2 POLERA JERSEY BAMBU";"01";"02";"00";"18";"99";"99"
"TIDR04611602";"REM.NGO BAMBU ELAST.ESTAM.ESC.RED.LUISA";"01";"02";"00";"99";"01";"02"
"TIDR04611670";"REM.VDE O.BAMBU ELAS.ESTAM.ESC.RED.LUISA";"01";"02";"00";"99";"01";"02"
"TIDR04611997";"REM.FRAMB.BAMBU ELAS.ESTAM.ESC.RED.LUISA";"01";"02";"00";"99";"01";"02"
"TIDR04615602";"REM.NGO JERSEY CUELLO ALTO ANGELINA 3/4";"01";"02";"00";"11";"99";"01"
"TIDR04637602";"REM.NGO ESC.1/2 POLERA JERSEY BAMBU";"01";"02";"00";"18";"99";"99"
"TIDR04637614";"REM.BORRAV.ESC.1/2 POLERA JERSEY BAMBU";"01";"02";"00";"18";"99";"99"
"TIDR04773600";"REM.MGE ESTAMPA JERSEY BAMBU LAUSANA M/L";"01";"02";"00";"11";"99";"02"
"TIDR04773602";"REM.NGO ESTAMPA JERSEY BAMBU LAUSANA M/L";"01";"02";"00";"11";"99";"02"
"TIDR04775601";"REM.BCO JERSEY BAMBU PIEDRAS GINEBRA M/L";"01";"02";"00";"11";"99";"99"
"TIDR04775602";"REM.NGO JERSEY BAMBU PIEDRAS GINEBRA M/L";"01";"02";"00";"11";"99";"99"
"TIDR04775970";"REM.ROJO E.JERSEY BAMBU PIEDRAS GINEBRA";"01";"02";"00";"11";"99";"99"
"TIDR04775984";"REM.AMAR.H.JERSEY BAMBU PIEDRAS GINEBRA";"01";"02";"00";"11";"99";"99"
"TIDR04779226";"REM.ROSA V.JERSEY BAMBU EST.BERNA M/L";"01";"02";"00";"11";"99";"02"
"TIDR04779600";"REM.MGE JERSEY BAMBU EST.BERNA M/L";"01";"02";"00";"11";"99";"02"
"TIDR04779602";"REM.NGO JERSEY BAMBU EST.BERNA M/L";"01";"02";"00";"11";"99";"02"
"TIDR04781601";"REM.BCO PUNTILLA JERSEY BAMBU NYON M/L";"01";"02";"00";"11";"99";"99"
"TIDR04781602";"REM.NGO PUNTILLA JERSEY BAMBU NYON M/L";"01";"02";"00";"99";"99";"99"
"TIDR04781935";"REM.MAGENTA PUNTILLA JERSEY BAMBU NYON";"01";"02";"00";"99";"99";"99"
"TIDR04795602";"REM.BAS.NGO MORLEY KUDAT M/L";"01";"02";"00";"11";"99";"01"
"TIDR04795970";"REM.BAS.ROJO ESC.MORLEY KUDAT M/L";"01";"02";"00";"11";"99";"01"
"TIDR04807952";"REM.AZUL MIK.EST.JERSEY VISC.ESMINA M/L";"01";"02";"00";"11";"99";"02"
"TIDR04809998";"REM.GUINDA JERSEY FLAME ELAST.ADANA";"01";"02";"00";"10";"99";"99"
"TIDR04811602";"REM.NGO JERSEY VISC.FLAME EST.SIVAS M/L";"01";"02";"00";"11";"99";"02"
"TIDR04811864";"REM.ROJO M.JERSEY VISC.FLAME EST.SIVAS";"01";"02";"00";"11";"99";"02"
"TIDR05207416";"REM.AZUL F.LINEA ENERGY ESC.V M/C";"01";"02";"00";"10";"02";"99"
"TIDR05207602";"REM.NGO LINEA ENERGY ESC.V M/C";"01";"02";"00";"10";"02";"99"
"TIDR05775639";"REM ML CAUCASICA MORADO EST V REG ALG";"01";"02";"00";"11";"02";"02"
"TIDR05791959";"REM.AZUL E.JERSEY RAY.INDIDA";"01";"02";"00";"10";"99";"03"
"TIDR06025881";"REM.AZUL M.GZ.DEPORTIVA M/C CALAIS";"01";"02";"00";"10";"99";"17"
"TIDR06123602";"REM ML BAS NGO AMARU RED REG ELAST";"01";"02";"00";"11";"01";"01"
"TIDR06123604";"REM ML BAS VDE MILITAR AMARU RED REG ELAST";"01";"02";"00";"11";"01";"01"
"TIDR06123604OFF";"FALLA REM ML BAS VDE MILITAR AMARU RED REG ELAST";"01";"02";"00";"11";"01";"01"
"TIDR06123637";"REM ML BAS TIZA AMARU RED REG ELAST";"01";"02";"00";"11";"01";"01"
"TIDR06129675";"REM 3/4 AZUL ULTRAMAR INKI EST ALG FLAME";"01";"02";"00";"11";"99";"02"
"TIDR06131878";"REM 3/4 CREMA ITZAE EST ALG FLAME";"01";"02";"00";"11";"99";"02"
"TIDR06133116";"REM ML MARINO MELANGE KIWA RED REG ALG";"01";"02";"00";"11";"01";"02"
"TIDR06167602";"REM ML BELIAN NGO ELAST BAS CUELLO V REG";"01";"02";"00";"11";"99";"01"
"TIDR06167633";"REM ML BELIAN AZUL NOCHE ELAST BAS CUELLO V REG";"01";"02";"00";"11";"99";"01"
"TIDR06167712";"REM ML BELIAN VDE MINERAL ELAST BAS CUELLO V REG";"01";"02";"00";"11";"99";"01"
"TIDR06167728";"REM ML BELIAN LILA PASTEL ELAST BAS CUELLO V REG";"01";"02";"00";"11";"99";"01"
"TIDR06167998";"REM ML BELIAN GUINDA ELAST BAS CUELLO V REG";"01";"02";"00";"11";"99";"01"
"TIDR08301570";"REM.MIEL ESTAMPA BANDA JERSEY HELGA M/L";"01";"02";"00";"11";"99";"02"
"TIDR08301602";"REM.NGO ESTAMPA BANDA JERSEY HELGA";"01";"02";"00";"11";"99";"02"
"TIDR08309600";"REM.MGE BAMBU ELAST.M/L AMAL";"01";"02";"00";"11";"99";"99"
"TIDR08309602";"REM.NGO BAMBU ELAST.M/L AMAL";"01";"02";"00";"11";"99";"99"
"TIDR08309817";"REM.HORTENSIA BAMBU ELAST.M/L AMAL";"01";"02";"00";"11";"99";"99"
"TIDR08311928";"REM.AZUL D.JERSEY MANGA AL CODO XANAI ML";"01";"02";"00";"11";"99";"99"
"TIDR08325603";"REM.AZUL JERSEY VISC.RAYADO ELAST.LAROA";"01";"02";"00";"10";"99";"03"
"TIDR08347630";"REM.AZUL C.JERSEY MGE M/L IOWA";"01";"02";"00";"11";"99";"99"
"TIDR08353602";"REM.BAS.NGO BAMBU ELAST.ESC.V SANAI";"01";"02";"00";"10";"02";"01"
"TIDR08353633";"REM.BAS.AZUL N.BAMBU ELAST.ESC.V SANAI";"01";"02";"00";"10";"02";"01"
"TIDR08353934";"REM.BAS.VDE V.BAMBU ELAST.ESC.V SANAI";"01";"02";"00";"10";"02";"01"
"TIDR08627323";"REM ML FOMAX ROJO ELAST RED SEMIBOTE MORLEY BAS";"01";"02";"00";"11";"01";"01"
"TIDR08627602";"REM ML FOMAX NGO ELAST RED SEMIBOTE MORLEY BAS";"01";"02";"00";"11";"01";"01"
"TIDR08627605";"REM ML FOMAX BEIGE ELAST RED SEMIBOTE MORLEY BAS";"01";"02";"00";"11";"01";"01"
"TIDR08635602";"REM ML OCTANS NGA SEMIBOTE MORLEY REG";"01";"02";"00";"11";"01";"01"
"TIDR08635647";"REM ML OCTANS MEL CRUDO SEMIBOTE MORLEY REG";"01";"02";"00";"11";"01";"01"
"TIDR08679601";"REM 3/4 BCO ARECA ESC ESPEJO BAS ALG ELAST";"01";"02";"00";"11";"99";"01"
"TIDR08679633";"REM 3/4 AZUL NOCHE ARECA ESC ESPEJO BAS ALG ELAST";"01";"02";"00";"11";"99";"01"
"TIDR08679728";"REM 3/4 LILA PASTEL ARECA ESC ESPEJO BAS ALG ELAST";"01";"02";"00";"11";"99";"01"
"TIDR08689602";"REM 3/4 KENTIA NGO PRINT HOLGADO ALG ELAST";"01";"02";"00";"11";"01";"01"
"TIDR08735323";"REM ML NICE ROJO RED REG RIBB  BAS";"01";"02";"00";"11";"01";"01"
"TIDR08735323OFF";"FALLA REM ML NICE ROJO RED REG RIBB  BAS";"01";"02";"00";"11";"01";"01"
"TIDR08735603";"REM ML NICE AZ MARINO RED REG RIBB  BAS";"01";"02";"00";"11";"01";"01"
"TIDR08735722";"REM ML NICE VDE PRADERA RED REG RIBB  BAS";"01";"02";"00";"11";"01";"01"
"TIDR08739320";"REM 3/4 MARRON AFRIC FABULOSA BOTE BAS ALG BAS RIBB";"01";"02";"00";"11";"99";"01"
"TIDR08739602";"REM 3/4 NGO FABULOSA BOTE BAS ALG BAS RIBB";"01";"02";"00";"11";"99";"01"
"TIDR08739681";"REM 3/4 GRIS FABULOSA BOTE BAS ALG BAS RIBB";"01";"02";"00";"11";"99";"01"
"TIDR08745601";"REM ML FIODA BCA RED REG ELAST BAS";"01";"02";"00";"11";"01";"01"
"TIDR08745602";"REM ML FIODA NGA RED REG ELAST BAS";"01";"02";"00";"11";"01";"01"
"TIDR08745606";"REM ML FIODA BORDO RED REG ELAST BAS";"01";"02";"00";"11";"01";"01"
"TIDR08745606OFF";"FALLA REM ML FIODA BORDO RED REG ELAST BAS";"01";"02";"00";"11";"01";"01"
"TIDR19183116";"REM.BAS.MAR.ALG.LIV.ELAST.M/L GIRONA";"01";"02";"00";"99";"99";"01"
